2018-10-08,AFCF1809AS,THU 11-10-2018,13:45 - 14:45,NEW CAMPUS,D-09-06,ABUS005-3-C-IMB-L,ROHANI BINTI MOHAMAD HUSAIN
2018-10-08,AFCF1809AS,THU 11-10-2018,16:00 - 17:00,NEW CAMPUS,B-04-03,ABUS003-3-C-WCS-L,CHOU SOK FONG, RACHEL
2018-10-08,AFCF1809ICT,MON 08-10-2018,08:30 - 10:30,NEW CAMPUS,D-09-06,ABUS003-3-C-WCS-T,CHOU SOK FONG, RACHEL
2018-10-08,AFCF1809ICT,MON 08-10-2018,12:40 - 13:40,NEW CAMPUS,D-08-03,ABUS004-3-C-PS-L,RUTHIRA NAIR A/P A.B. KRISHENAN
2018-10-08,AFCF1809ICT,MON 08-10-2018,16:00 - 17:30,NEW CAMPUS,B-07-02,MPU1133-BMK1 (FS),VICKNISHA A/P BALU
2018-10-08,AFCF1809ICT,MON 08-10-2018,16:00 - 17:30,NEW CAMPUS,Auditorium 4 @ Level 3,MPU1153-MLY1 (LS),HALIMATON BINTI YUSOF
2018-10-08,AFCF1809ICT,TUE 09-10-2018,08:30 - 09:30,NEW CAMPUS,D-08-13,AAQS001-3-C-BMTS-L,NORAIN BINTI ALWI
2018-10-08,AFCF1809ICT,TUE 09-10-2018,10:35 - 11:35,NEW CAMPUS,D-09-08,AICT001-3-C-FITS-L,NOOR HAFIZAH BINTI HASSAN
2018-10-08,AFCF1809ICT,TUE 09-10-2018,13:45 - 14:45,NEW CAMPUS,D-08-11,ABUS001-3-C-BWS-L,ZAFEENA ANIS BINTI ASNIZAR
2018-10-08,AFCF1809ICT,TUE 09-10-2018,16:00 - 18:00,NEW CAMPUS,Tech Lab 6-02,AICT001-3-C-FITS-T,NOOR HAFIZAH BINTI HASSAN
2018-10-08,AFCF1809ICT,WED 10-10-2018,08:30 - 10:30,NEW CAMPUS,D-08-11,AAQS001-3-C-BMTS-T,NORAIN BINTI ALWI
2018-10-08,AFCF1809ICT,WED 10-10-2018,10:35 - 12:35,NEW CAMPUS,D-08-11,ABUS005-3-C-IMB-T,ROHANI BINTI MOHAMAD HUSAIN
2018-10-08,AFCF1809ICT,WED 10-10-2018,16:00 - 17:30,NEW CAMPUS,Auditorium 4 @ Level 3,MPU1153-MLY1 (LS),HALIMATON BINTI YUSOF
2018-10-08,AFCF1809ICT,WED 10-10-2018,16:00 - 17:30,NEW CAMPUS,B-07-02,MPU1133-BMK1 (FS),VICKNISHA A/P BALU
